7.903313,0.0,0.0
7.909186,0.0,0.0
7.9143,0.0,0.0
7.918023,0.0,0.0
7.924275,0.0,0.0
7.928992,0.0,0.0
7.932922,0.0,0.0
7.939187,0.0,0.0
7.946767,0.0,0.0
7.949831,0.0,0.0
7.954087,0.0,0.0
7.95802,0.0,0.0
7.962865,0.0,0.0
7.967926,0.0,0.0
7.973022,0.0,0.0
7.991595,0.0,0.0
7.992169,0.0,0.0
7.992505,0.0,0.0
7.992826,0.0,0.0
7.998931,0.0,0.0
8.00279,0.0,0.0
8.007931,0.0,0.0
8.01804,0.0,0.0
8.018595,0.0,0.0
8.022623,0.0,0.0
8.02778,0.0,0.0
8.033267,0.0,0.0
8.059155,0.0,0.0
8.06003,0.0,0.0
8.06039,0.0,0.0
8.060635,0.0,0.0
8.060773,0.0,0.0
8.063639,0.0,0.0
8.068391,0.0,0.0
8.073424,0.0,0.0
8.078511,0.0,0.0
8.083361,0.0,0.0
8.088334,0.0,0.0
8.093263,0.0,0.0
8.098273,0.0,0.0
8.103261,0.0,0.0
8.108332,0.0,0.0
8.112537,0.0,0.0
8.118303,0.0,0.0
8.123314,0.0,0.0
8.129256,0.0,0.0
8.133292,0.0,0.0
8.138284,0.0,0.0
8.144177,0.0,0.0
8.148832,0.0,0.0
8.153145,0.0,0.0
8.158133,0.0,0.0
8.162919,0.0,0.0
8.169105,0.0,0.0
8.173074,0.0,0.0
8.178147,0.0,0.0
8.183058,0.0,0.0
8.188034,0.0,0.0
8.19301,0.0,0.0
8.197675,0.0,0.0
8.202999,0.0,0.0
8.208982,0.0,0.0
8.213174,0.0,0.0
8.218003,0.0,0.0
8.223201,0.0,0.0
8.227774,0.0,0.0
8.233107,0.0,0.0
8.238054,0.0,0.0
8.243015,0.0,0.0
8.248018,0.0,0.0
8.253038,0.0,0.0
8.258017,0.0,0.0
8.263104,0.0,0.0
8.269043,0.0,0.0
8.273029,0.0,0.0
8.277924,0.0,0.0
8.284045,0.0,0.0
8.288056,0.0,0.0
8.294213,0.0,0.0
8.299191,0.0,0.0
8.303025,0.0,0.0
8.308122,0.0,0.0
8.314578,0.0,0.0
8.317945,0.0,0.0
8.322915,0.0,0.0
8.327885,0.0,0.0
8.334458,0.0,0.0
8.337967,0.0,0.0
8.343206,0.0,0.0
8.348645,0.0,0.0
8.354001,0.0,0.0
8.357972,0.0,0.0
8.362769,0.0,0.0
8.367792,0.0,0.0
8.372864,0.0,0.0
8.377699,0.0,0.0
8.383358,0.0,0.0
8.387814,0.0,0.0
8.393114,0.0,0.0
8.398032,0.0,0.0
8.402796,0.0,0.0
8.407821,0.0,0.0
8.412878,0.0,0.0
8.417732,0.0,0.0
8.42382,0.0,0.0
8.427695,0.0,0.0
8.433996,0.0,0.0
8.437687,0.0,0.0
8.443626,0.0,0.0
8.448869,0.0,0.0
8.452667,0.0,0.0
8.458561,0.0,0.0
8.464064,0.0,0.0
8.468663,0.0,0.0
8.472565,0.0,0.0
